status_id,status_name,year,month,gini,hhi,n_munis,total_cases
0,total,2020,7,0.9194572795371247,0.007455799779360846,2478,2127
0,total,2020,8,0.9192055887534774,0.007274389108614825,2478,2105
0,total,2020,9,0.921293415884112,0.006530275256117091,2478,1833
0,total,2020,10,0.9169540325197116,0.006410306471511075,2478,2117
0,total,2020,11,0.9227584220760205,0.006598248453903569,2478,1987
0,total,2020,12,0.922060769958635,0.00737445446042634,2478,1694
0,total,2021,1,0.9204564412641301,0.00782764444167022,2478,2148
0,total,2021,2,0.9250769361815534,0.007970200327783292,2478,1914
0,total,2021,3,0.9244588489821541,0.008368221330054012,2478,2304
0,total,2021,4,0.9303031727747872,0.009005958873322163,2478,2163
0,total,2021,5,0.9304531035906678,0.008803020937958744,2478,2408
0,total,2021,6,0.9202669919768147,0.00915990626222448,2478,2092
0,total,2021,7,0.9200632831890223,0.008559720431002206,2478,2236
0,total,2021,8,0.9274567915797338,0.009927912754396495,2478,2299
0,total,2021,9,0.9246920118005462,0.00875837618116993,2478,2213
0,total,2021,10,0.9223301394538039,0.010581263266365748,2478,2127
0,total,2021,11,0.9189071675882767,0.008173367253434592,2478,1963
0,total,2021,12,0.9208488461905631,0.008523528731645276,2478,1860
0,total,2022,1,0.9210583437278355,0.007989608442378329,2478,2112
0,total,2022,2,0.922993595495881,0.007847095844939369,2478,2021
0,total,2022,3,0.9246135220711493,0.007578006547786767,2478,2184
0,total,2022,4,0.9178335380277851,0.006922450309192328,2478,2143
0,total,2022,5,0.9160362352476659,0.0068392872269608575,2478,2363
0,total,2022,6,0.9232900316435426,0.00728546626984127,2478,2016
0,total,2022,7,0.9206798050694212,0.0074657266463707735,2478,1975
0,total,2022,8,0.9277647080393598,0.00802348340977999,2478,2113
0,total,2022,9,0.9286226526768901,0.008869831111111112,2478,1875
0,total,2022,10,0.9286717623322887,0.008147289799200352,2478,2003
0,total,2022,11,0.9310125828603184,0.00821929168906208,2478,1952
0,total,2022,12,0.9314271516689121,0.008011490554932018,2478,2092
0,total,2023,1,0.9184458506905799,0.006903329590374847,2478,2665
0,total,2023,2,0.9165812125772825,0.0068642208686317055,2478,2484
0,total,2023,3,0.9210373414902686,0.007600589255309967,2478,2856
0,total,2023,4,0.9205044006303087,0.006984997732426304,2478,2625
0,total,2023,5,0.9233177864224427,0.007905650989463135,2478,2753
0,total,2023,6,0.9162521254578417,0.007237904172131749,2478,2754
0,total,2023,7,0.9170226472779397,0.007305130011507155,2478,2651
0,total,2023,8,0.9206715976801019,0.0076516486806494505,2478,2593
0,total,2023,9,0.9183338283962064,0.007499343569049626,2478,2690
0,total,2023,10,0.9246898667643206,0.00763570769787362,2478,2658
0,total,2023,11,0.9201452003121622,0.00759864100883891,2478,2479
0,total,2023,12,0.9207829946097335,0.008084987858553851,2478,2302
0,total,2024,1,0.9145655683054357,0.0072999369880277255,2478,2760
0,total,2024,2,0.9158997060123806,0.007484038151393982,2478,2649
0,total,2024,3,0.9257733796539989,0.008444007561436675,2478,2875
0,total,2024,4,0.9217397018607167,0.00850254894867671,2478,2874
0,total,2024,5,0.9207698691396413,0.008146329882850351,2478,3118
0,total,2024,6,0.9204429083461343,0.00797644597641346,2478,2976
0,total,2024,7,0.9172024016804261,0.0071835825478978295,2478,2969
0,total,2024,8,0.9196730220918963,0.007737290584693428,2478,2985
0,total,2024,9,0.9269204674762197,0.008631715729282063,2478,3162
0,total,2024,10,0.9222810058945379,0.008469504111382926,2478,3211
0,total,2024,11,0.9242135122182862,0.007684747715936849,2478,2954
0,total,2024,12,0.9218918176971185,0.008018018926025751,2478,2746
0,total,2025,1,0.9207584842448184,0.008583704037047061,2478,3193
0,total,2025,2,0.9230199574686346,0.0076745645201139814,2478,2941
0,total,2025,3,0.9195174866813147,0.008180534784528033,2478,3241
0,total,2025,4,0.9250882917396412,0.008278836780241071,2478,2877
0,total,2025,5,0.923858741040261,0.008511882038556977,2478,3224
0,total,2025,6,0.9181049128942123,0.008064808265976966,2478,3095
0,total,2025,7,0.92086339620594,0.00858843302026693,2478,2975
0,total,2025,8,0.9193376843123038,0.007703482296489074,2478,2955
0,total,2025,9,0.9265755726089555,0.007930390638619101,2478,2893
0,total,2025,10,0.9233197489456704,0.007737396431557136,2478,3001
0,total,2025,11,0.9272853861231587,0.008363342241117261,2478,2639
0,total,2025,12,0.930451148400498,0.00927819466979148,2478,2064
2,located_alive,2015,1,0.967703640134449,0.018964909469636276,2478,790
2,located_alive,2015,2,0.9642626179562541,0.015507297970808118,2478,795
2,located_alive,2015,3,0.970787317420734,0.020830094340209326,2478,802
2,located_alive,2015,4,0.9657261896971341,0.020232587800155365,2478,777
2,located_alive,2015,5,0.9692260869397717,0.02349041074042641,2478,838
2,located_alive,2015,6,0.9711640868403604,0.02498045216231886,2478,751
2,located_alive,2015,7,0.97390614430487,0.02580288910552257,2478,766
2,located_alive,2015,8,0.9746698333873116,0.02870542415513814,2478,785
2,located_alive,2015,9,0.9692718604128705,0.02339847486449144,2478,776
2,located_alive,2015,10,0.9711858406017566,0.028377778699084373,2478,807
2,located_alive,2015,11,0.970932516180508,0.024720320196845502,2478,787
2,located_alive,2015,12,0.9750152746034262,0.03584243165341951,2478,535
2,located_alive,2016,1,0.9708197825887013,0.021107906898965675,2478,781
2,located_alive,2016,2,0.9674711229309729,0.018293320194690793,2478,732
2,located_alive,2016,3,0.968153268314238,0.017871633219936955,2478,716
2,located_alive,2016,4,0.9696659498392781,0.026881158012131187,2478,751
2,located_alive,2016,5,0.9669141521383349,0.022316770972628235,2478,829
2,located_alive,2016,6,0.9670367307949557,0.022780224226399123,2478,899
2,located_alive,2016,7,0.9675992959146014,0.022789828539683338,2478,796
2,located_alive,2016,8,0.9669182080774466,0.0211255812028052,2478,729
2,located_alive,2016,9,0.9650308254811013,0.016289555813615908,2478,664
2,located_alive,2016,10,0.9652219658187671,0.01668050381929903,2478,639
2,located_alive,2016,11,0.9653946519188235,0.016708863489906467,2478,609
2,located_alive,2016,12,0.9677365193262757,0.01753742873887794,2478,685
2,located_alive,2017,1,0.9725939771659122,0.026531766231420156,2478,899
2,located_alive,2017,2,0.9677358871274766,0.021660288358846567,2478,848
2,located_alive,2017,3,0.9649658412796915,0.020306960815629757,2478,874
2,located_alive,2017,4,0.9719797374792916,0.02622229916897507,2478,760
2,located_alive,2017,5,0.9709906190873128,0.026514975066439725,2478,915
2,located_alive,2017,6,0.9687579053883129,0.025633995526210686,2478,871
2,located_alive,2017,7,0.9685755533213161,0.021817215920410023,2478,814
2,located_alive,2017,8,0.9654822561238285,0.018995069441830707,2478,815
2,located_alive,2017,9,0.9626984285800047,0.02373959624147453,2478,847
2,located_alive,2017,10,0.9678737218735061,0.02449267718771552,2478,785
2,located_alive,2017,11,0.9662897859023769,0.02072050123998176,2478,693
2,located_alive,2017,12,0.9687354639833652,0.020263778495938505,2478,642
2,located_alive,2018,1,0.9631682665322863,0.021409338040145328,2478,788
2,located_alive,2018,2,0.966980349057522,0.021846654259510757,2478,846
2,located_alive,2018,3,0.96759132331141,0.024614978101235793,2478,839
2,located_alive,2018,4,0.9732113866392067,0.030184799841458585,2478,696
2,located_alive,2018,5,0.9765902356847642,0.03712445385343002,2478,745
2,located_alive,2018,6,0.9724771358117179,0.0374988553462959,2478,724
2,located_alive,2018,7,0.9784059013757977,0.041852535766952824,2478,737
2,located_alive,2018,8,0.9729049449044118,0.0325524031681522,2478,763
2,located_alive,2018,9,0.974408996056489,0.0350277859808317,2478,772
2,located_alive,2018,10,0.9696038708473766,0.027713946617509658,2478,796
2,located_alive,2018,11,0.9728758806137225,0.031227115476881895,2478,796
2,located_alive,2018,12,0.968143483999143,0.022757359505938712,2478,806
2,located_alive,2019,1,0.9705364731763413,0.02121857623932963,2478,1130
2,located_alive,2019,2,0.970007029602437,0.019046839069385025,2478,1116
2,located_alive,2019,3,0.9688161637314181,0.01918849830397742,2478,1221
2,located_alive,2019,4,0.9681397762536152,0.01906938346704185,2478,1231
2,located_alive,2019,5,0.9654448241094844,0.0171424481517066,2478,1284
2,located_alive,2019,6,0.9664702321606611,0.0175746107266436,2478,1360
2,located_alive,2019,7,0.9647827480088393,0.01652973389838216,2478,1267
2,located_alive,2019,8,0.9662150600193364,0.019545443194446177,2478,1132
2,located_alive,2019,9,0.9676917896094843,0.019044722914774076,2478,1021
2,located_alive,2019,10,0.9676038491543959,0.01784118793066627,2478,958
2,located_alive,2019,11,0.9606402579606257,0.013870049692191515,2478,1241
2,located_alive,2019,12,0.9623919486539207,0.013624680756359768,2478,1214
2,located_alive,2020,1,0.9551521598156261,0.011820683952019781,2478,1384
2,located_alive,2020,2,0.9553391785030205,0.012421774173910926,2478,1404
2,located_alive,2020,3,0.9492250598130489,0.01129758524464616,2478,1458
2,located_alive,2020,4,0.952094395420148,0.011516239288362604,2478,1021
2,located_alive,2020,5,0.9438709388135305,0.010010791228273018,2478,1116
2,located_alive,2020,6,0.9465394277134527,0.010700324173097405,2478,1174
2,located_alive,2020,7,0.9405696729483066,0.009284932495021147,2478,1267
2,located_alive,2020,8,0.9455538774216405,0.010068457340783583,2478,1212
2,located_alive,2020,9,0.9450649587336302,0.008873858249508614,2478,1116
2,located_alive,2020,10,0.9405516219644956,0.008606678619109636,2478,1399
2,located_alive,2020,11,0.9438034611848565,0.008776686597755903,2478,1294
2,located_alive,2020,12,0.9442913019184207,0.010273668639053258,2478,1040
2,located_alive,2021,1,0.9433362991919252,0.010435567571490783,2478,1328
2,located_alive,2021,2,0.9455935281890253,0.010640550701440283,2478,1206
2,located_alive,2021,3,0.9411877427963071,0.009954517161335023,2478,1531
2,located_alive,2021,4,0.9449377974451032,0.01049036860879905,2478,1450
2,located_alive,2021,5,0.946083382420712,0.010470505917355322,2478,1599
2,located_alive,2021,6,0.9417176439337804,0.010889591045707896,2478,1343
2,located_alive,2021,7,0.9443882023879102,0.010974038842647643,2478,1392
2,located_alive,2021,8,0.9471810053019183,0.011473097326359942,2478,1397
2,located_alive,2021,9,0.9442642254056273,0.010778538911604804,2478,1351
2,located_alive,2021,10,0.9477860773260289,0.013383819561425741,2478,1295
2,located_alive,2021,11,0.9398619339549741,0.010245359891353554,2478,1175
2,located_alive,2021,12,0.9462391626962432,0.010695491516065322,2478,1085
2,located_alive,2022,1,0.9411046744635116,0.01037846356122556,2478,1307
2,located_alive,2022,2,0.9430368526872519,0.010238364828402563,2478,1293
2,located_alive,2022,3,0.9414459604066348,0.009731844148466104,2478,1424
2,located_alive,2022,4,0.9388215715631867,0.009146854141016344,2478,1373
2,located_alive,2022,5,0.9353120243531203,0.009292839547778828,2478,1533
2,located_alive,2022,6,0.944614610170784,0.009449352917081464,2478,1249
2,located_alive,2022,7,0.9459175812081382,0.011259539973013998,2478,1232
2,located_alive,2022,8,0.9487624535146784,0.011275764456201291,2478,1259
2,located_alive,2022,9,0.9510067279020173,0.012246050836455878,2478,1051
2,located_alive,2022,10,0.9491962307601198,0.010837879394910255,2478,1247
2,located_alive,2022,11,0.9507347966754602,0.010784717428849898,2478,1162
2,located_alive,2022,12,0.9487951478972063,0.010130081680368386,2478,1259
2,located_alive,2023,1,0.9368548736124271,0.009182944759504305,2478,1725
2,located_alive,2023,2,0.9357900138502777,0.008871361073007164,2478,1620
2,located_alive,2023,3,0.9411801135309281,0.009975061578717168,2478,1805
2,located_alive,2023,4,0.9403406695336876,0.00907498329249276,2478,1675
2,located_alive,2023,5,0.9432661505757711,0.010702955762745487,2478,1775
2,located_alive,2023,6,0.9410618669948756,0.010214199874746813,2478,1684
2,located_alive,2023,7,0.9379655806604013,0.0099482877069927,2478,1611
2,located_alive,2023,8,0.9436113662297181,0.010622144043395801,2478,1595
2,located_alive,2023,9,0.9431324286461513,0.01083956948470412,2478,1631
2,located_alive,2023,10,0.9491811684189355,0.010941229460811955,2478,1593
2,located_alive,2023,11,0.9459897884226669,0.011515963448829705,2478,1469
2,located_alive,2023,12,0.946902311985055,0.012220479175439478,2478,1354
2,located_alive,2024,1,0.9392480717979361,0.010223312045600742,2478,1629
2,located_alive,2024,2,0.9411766511076947,0.010549041719074538,2478,1578
2,located_alive,2024,3,0.9494635294984395,0.011826351457074566,2478,1709
2,located_alive,2024,4,0.942586012111819,0.011119482504005115,2478,1681
2,located_alive,2024,5,0.9439413520272972,0.011187878178777966,2478,1823
2,located_alive,2024,6,0.9397618570715489,0.010264022023422529,2478,1777
2,located_alive,2024,7,0.9394360907160846,0.00921787411528143,2478,1732
2,located_alive,2024,8,0.9410045037551831,0.010074101556129231,2478,1703
2,located_alive,2024,9,0.94532230701759,0.010933625382903336,2478,1844
2,located_alive,2024,10,0.9407277605157143,0.01034567315662473,2478,1864
2,located_alive,2024,11,0.9431717538440245,0.01011387423482986,2478,1726
2,located_alive,2024,12,0.9416930792419711,0.009736578542526048,2478,1521
2,located_alive,2025,1,0.9415558090075289,0.010622895485788281,2478,1951
2,located_alive,2025,2,0.9409191741983787,0.009712944082636923,2478,1837
2,located_alive,2025,3,0.9389378669039687,0.009817417269340345,2478,1872
2,located_alive,2025,4,0.9438887901607542,0.010737995539096035,2478,1744
2,located_alive,2025,5,0.942097612959832,0.01129173260923489,2478,1929
2,located_alive,2025,6,0.9373443799845802,0.009616683933156164,2478,1788
2,located_alive,2025,7,0.9388466816032428,0.010033371956391798,2478,1714
2,located_alive,2025,8,0.9407313808999465,0.009543210982489551,2478,1647
2,located_alive,2025,9,0.9455681489742664,0.010517822926793834,2478,1561
2,located_alive,2025,10,0.9435526209651073,0.009711377160010611,2478,1791
2,located_alive,2025,11,0.9464130552626908,0.011223823326164652,2478,1541
2,located_alive,2025,12,0.955421038471886,0.01512491781722551,2478,780
3,located_dead,2015,1,0.9856286340201941,0.02707205331112036,2478,49
3,located_dead,2015,2,0.989911218724778,0.0390625,2478,32
3,located_dead,2015,3,0.9880338281222585,0.0330812854442344,2478,46
3,located_dead,2015,4,0.9926948987827577,0.06455643481882549,2478,49
3,located_dead,2015,5,0.9910237113626945,0.04894083272461652,2478,37
3,located_dead,2015,6,0.9882545346416891,0.034626038781163423,2478,38
3,located_dead,2015,7,0.9845794506811456,0.027548209366391185,2478,66
3,located_dead,2015,8,0.9886844229217111,0.0368,2478,50
3,located_dead,2015,9,0.9901951992347473,0.04183813443072702,2478,54
3,located_dead,2015,10,0.9863318945853952,0.02930056710775047,2478,46
3,located_dead,2015,11,0.9864843408883421,0.03251814028486966,2478,61
3,located_dead,2015,12,0.9922234583251532,0.0606281957633309,2478,37
3,located_dead,2016,1,0.985719949591493,0.029239766081871343,2478,57
3,located_dead,2016,2,0.9854195178439837,0.03087586641461878,2478,69
3,located_dead,2016,3,0.9883657032953825,0.03576278859212313,2478,47
3,located_dead,2016,4,0.9850189358663937,0.03005917159763314,2478,65
3,located_dead,2016,5,0.9890644226570875,0.04488040849234077,2478,61
3,located_dead,2016,6,0.9882585802682655,0.03955656336608717,2478,63
3,located_dead,2016,7,0.9856100775431391,0.0331677615766704,2478,79
3,located_dead,2016,8,0.9842370435590775,0.029843893480257122,2478,66
3,located_dead,2016,9,0.9890536723163843,0.0425,2478,80
3,located_dead,2016,10,0.9842615012106539,0.02911141594269166,2478,81
3,located_dead,2016,11,0.9913822281236169,0.0619146722164412,2478,62
3,located_dead,2016,12,0.9826359285657449,0.02439992065066455,2478,71
3,located_dead,2017,1,0.9853015817544912,0.036029333616749926,2478,97
3,located_dead,2017,2,0.986882317200352,0.033202878424441355,2478,89
3,located_dead,2017,3,0.985360697951497,0.03401360544217687,2478,105
3,located_dead,2017,4,0.9833923139007885,0.024326101249178167,2478,78
3,located_dead,2017,5,0.9840689813477872,0.03391970372864237,2478,109
3,located_dead,2017,6,0.9888533659308714,0.06343670468470167,2478,103
3,located_dead,2017,7,0.9853182230431925,0.04155595706238708,2478,97
3,located_dead,2017,8,0.984625140799475,0.03972950126796281,2478,91
3,located_dead,2017,9,0.9863122004249643,0.035401915868388166,2478,98
3,located_dead,2017,10,0.9843645355726136,0.034404708012675415,2478,94
3,located_dead,2017,11,0.9815304915817333,0.02460789616008653,2478,86
3,located_dead,2017,12,0.984360330088452,0.03873386089129529,2478,98
3,located_dead,2018,1,0.9817297480990612,0.028033240997229914,2478,95
3,located_dead,2018,2,0.9831332048557924,0.026239067055393583,2478,98
3,located_dead,2018,3,0.9829106664967504,0.05285318559556788,2478,95
3,located_dead,2018,4,0.984753636882616,0.02825698988697204,2478,82
3,located_dead,2018,5,0.9886239413164968,0.05207498798269508,2478,79
3,located_dead,2018,6,0.9835651774834229,0.054978854286812755,2478,102
3,located_dead,2018,7,0.9880095525556405,0.05648339275661475,2478,73
3,located_dead,2018,8,0.9843085168903831,0.03006880950136676,2478,103
3,located_dead,2018,9,0.9827722049271688,0.03089569160997732,2478,84
3,located_dead,2018,10,0.9856839194815366,0.03146750318596216,2478,101
3,located_dead,2018,11,0.9892959029559132,0.0569552004705421,2478,101
3,located_dead,2018,12,0.9853022386474661,0.03200984918436442,2478,114
3,located_dead,2019,1,0.9813616972212615,0.026530612244897958,2478,140
3,located_dead,2019,2,0.9848758628166674,0.03419469815103587,2478,134
3,located_dead,2019,3,0.9812957197945094,0.02607709750566893,2478,126
3,located_dead,2019,4,0.983147998684722,0.024862825788751715,2478,108
3,located_dead,2019,5,0.9711996178616726,0.015410245730945439,2478,147
3,located_dead,2019,6,0.9775179474109001,0.021641274238227145,2478,152
3,located_dead,2019,7,0.9809741786111947,0.024774894773296398,2478,137
3,located_dead,2019,8,0.9817393058918484,0.03762975778546713,2478,136
3,located_dead,2019,9,0.9862449687973118,0.07761971891152974,2478,153
3,located_dead,2019,10,0.9869402089741073,0.062439737034331644,2478,185
3,located_dead,2019,11,0.9792208242348619,0.02706161315819188,2478,163
3,located_dead,2019,12,0.9807923764212794,0.022314558325638657,2478,114
3,located_dead,2020,1,0.9765861146718575,0.020803964287239952,2478,153
3,located_dead,2020,2,0.9803546572153794,0.030350766645662677,2478,138
3,located_dead,2020,3,0.9802425729985518,0.032088571964721334,2478,146
3,located_dead,2020,4,0.9789346246973367,0.024399524375743158,2478,145
3,located_dead,2020,5,0.9733827377895174,0.0183287419651056,2478,165
3,located_dead,2020,6,0.9782400917548109,0.023112880886426587,2478,152
3,located_dead,2020,7,0.9737833283774409,0.026572278649840977,2478,171
3,located_dead,2020,8,0.9708700936053363,0.01532567049808429,2478,174
3,located_dead,2020,9,0.9759952094561171,0.017039542143600414,2478,124
3,located_dead,2020,10,0.9626815980629542,0.011484375000000002,2478,160
3,located_dead,2020,11,0.9718357365713806,0.014813989752728893,2478,134
3,located_dead,2020,12,0.972587570621469,0.0144,2478,125
3,located_dead,2021,1,0.9710788270110304,0.014708123761621703,2478,162
3,located_dead,2021,2,0.9737938130356296,0.015208903910028554,2478,131
3,located_dead,2021,3,0.9697273995657916,0.013881377321074454,2478,129
3,located_dead,2021,4,0.9771472831888361,0.019771071800208116,2478,124
3,located_dead,2021,5,0.9782054493334447,0.019643281807372175,2478,145
3,located_dead,2021,6,0.9734597793919828,0.016666666666666666,2478,120
3,located_dead,2021,7,0.9710543693594542,0.014684789290349021,2478,121
3,located_dead,2021,8,0.9748908037791388,0.016544117647058824,2478,136
3,located_dead,2021,9,0.970573701635618,0.014299597389976397,2478,147
3,located_dead,2021,10,0.963852531649142,0.011981025967039954,2478,143
3,located_dead,2021,11,0.9739924098020023,0.01524068205824657,2478,141
3,located_dead,2021,12,0.9736156706625669,0.01863073506718356,2478,163
3,located_dead,2022,1,0.9754119943445585,0.01715205472561742,2478,141
3,located_dead,2022,2,0.9779941032102915,0.019783423573511035,2478,98
3,located_dead,2022,3,0.9750165089148142,0.01659722696537122,2478,121
3,located_dead,2022,4,0.9778434841994166,0.019415680473372783,2478,104
3,located_dead,2022,5,0.9715341156019124,0.01443786982248521,2478,130
3,located_dead,2022,6,0.9730942640060116,0.015011890606420927,2478,116
3,located_dead,2022,7,0.9742764902571199,0.015691609977324265,2478,105
3,located_dead,2022,8,0.973834257595876,0.015218522372528617,2478,124
3,located_dead,2022,9,0.974433075581244,0.016649323621227886,2478,124
3,located_dead,2022,10,0.9751976686879942,0.016211136345837575,2478,113
3,located_dead,2022,11,0.975963687057678,0.02083191038863466,2478,121
3,located_dead,2022,12,0.9750686544738352,0.01823503817095843,2478,159
3,located_dead,2023,1,0.9709828657793682,0.014239928597509027,2478,157
3,located_dead,2023,2,0.9712857763705223,0.014957264957264956,2478,156
3,located_dead,2023,3,0.972019669041321,0.016739617093788635,2478,173
3,located_dead,2023,4,0.9686121590930421,0.013047593293672255,2478,172
3,located_dead,2023,5,0.9673978694631968,0.013902898995658084,2478,151
3,located_dead,2023,6,0.9697389313540861,0.013627237387329662,2478,153
3,located_dead,2023,7,0.9708935319553795,0.013815183544581378,2478,151
3,located_dead,2023,8,0.9750793282253696,0.01754550572340026,2478,146
3,located_dead,2023,9,0.9689473821239816,0.013694068678459938,2478,155
3,located_dead,2023,10,0.9746992073291323,0.01942897241349064,2478,151
3,located_dead,2023,11,0.9744395844723894,0.016909469302809572,2478,124
3,located_dead,2023,12,0.9711705432044415,0.014003673094582187,2478,132
3,located_dead,2024,1,0.9698898695618217,0.016108220603537983,2478,155
3,located_dead,2024,2,0.9756166767554479,0.0164794921875,2478,128
3,located_dead,2024,3,0.9735485219572526,0.017856218622224522,2478,139
3,located_dead,2024,4,0.9724239978477267,0.014912833438353288,2478,138
3,located_dead,2024,5,0.9718953363021161,0.013937111839209742,2478,143
3,located_dead,2024,6,0.9743622667351481,0.017791551882460975,2478,132
3,located_dead,2024,7,0.974146515308743,0.01770956316410862,2478,154
3,located_dead,2024,8,0.9740617433414045,0.019375000000000003,2478,160
3,located_dead,2024,9,0.9750855658133826,0.028510966856358493,2478,187
3,located_dead,2024,10,0.9700855904048653,0.018185505678745266,2478,172
3,located_dead,2024,11,0.9757554793874408,0.02023950075898128,2478,154
3,located_dead,2024,12,0.9716434198410804,0.017655227137472723,2478,142
3,located_dead,2025,1,0.9714583573542412,0.016652494331065755,2478,168
3,located_dead,2025,2,0.971470978509186,0.01554470299083916,2478,177
3,located_dead,2025,3,0.9708705424943809,0.016707133772690487,2478,186
3,located_dead,2025,4,0.9768814048475067,0.024678604224058768,2478,132
3,located_dead,2025,5,0.9758553234565877,0.02068371157713301,2478,118
3,located_dead,2025,6,0.9750134517083671,0.025559413580246916,2478,144
3,located_dead,2025,7,0.9751527729735963,0.01690316015602917,2478,133
3,located_dead,2025,8,0.9774833348279677,0.02486282578875171,2478,108
3,located_dead,2025,9,0.9819062293638565,0.029917355371900826,2478,110
3,located_dead,2025,10,0.9759870049714803,0.018572134736247442,2478,119
3,located_dead,2025,11,0.9827543608242328,0.02728029987505206,2478,98
3,located_dead,2025,12,0.9836906238311778,0.0306365258774539,2478,82
7,not_located,2015,1,0.9610257539071099,0.01125289256198347,2478,275
7,not_located,2015,2,0.9610141660404665,0.011961950059453033,2478,290
7,not_located,2015,3,0.9630980476292643,0.012598141323505847,2478,316
7,not_located,2015,4,0.9659511638930527,0.013038548752834465,2478,252
7,not_located,2015,5,0.9639693067106481,0.015064062171812645,2478,345
7,not_located,2015,6,0.9637435280811277,0.01267990189272988,2478,294
7,not_located,2015,7,0.9626095925734917,0.013306572482373028,2478,277
7,not_located,2015,8,0.964761998611033,0.013503921038399135,2478,344
7,not_located,2015,9,0.9599203872262883,0.01170862457767898,2478,353
