status_id,year,month,morans_i,p_value,z_score
3,2020,6,0.20917754336298702,0.002,14.622791779412532
3,2020,7,0.19063082471325116,0.001,17.960441730039303
3,2020,8,0.23113208103452154,0.001,15.006365026373805
3,2020,9,0.09514626795908887,0.002,7.053944417452292
3,2020,10,0.09341202425725804,0.001,7.180294470244936
3,2020,11,0.19796473070682477,0.001,15.070905638770297
3,2020,12,0.15816470035415858,0.001,11.10679130939404
3,2021,1,0.13387993463480222,0.001,10.105227111485119
3,2021,2,0.17896229012642106,0.001,12.950130935681646
3,2021,3,0.20488597824089552,0.001,15.35071747283876
3,2021,4,0.13602723259721206,0.001,11.189325934108734
3,2021,5,0.20521367629453055,0.001,14.558876523552192
3,2021,6,0.079835277739961,0.002,6.0775865719700395
3,2021,7,0.1113745143359195,0.001,8.011727368304461
3,2021,8,0.09033179456842293,0.002,6.980978994034215
3,2021,9,0.11850242961487656,0.001,8.572017612451406
3,2021,10,0.17623794252468417,0.001,13.827164903894472
3,2021,11,0.16964899062062805,0.001,12.575677299036576
3,2021,12,0.09218903496601669,0.002,6.785508596022071
3,2022,1,0.07835489340893197,0.003,4.962612157531225
3,2022,2,0.09643566524947107,0.001,7.969917455163922
3,2022,3,0.0935709187966948,0.002,7.070542755913988
3,2022,4,0.10738035999909469,0.002,7.425120944016534
3,2022,5,0.0963721306726213,0.001,6.886925515291801
3,2022,6,0.23998687011881986,0.001,18.230763924363433
3,2022,7,0.08107362056175095,0.002,5.9878964105604195
3,2022,8,0.19572767654666343,0.001,13.811025457316255
3,2022,9,0.0755984451347836,0.002,5.579003147831672
3,2022,10,0.12169790340671384,0.001,8.790496439260751
3,2022,11,0.12060133145090687,0.002,8.739041921459412
3,2022,12,0.10182578459878239,0.001,7.8937100423706665
3,2023,1,0.08793524303735277,0.001,6.822432234886592
3,2023,2,0.028774033244498926,0.037,2.0664511137671426
3,2023,3,0.0752713461119101,0.002,5.6114243238397625
3,2023,4,0.1172439462760267,0.001,8.721031531245119
3,2023,5,0.09947895597496906,0.001,7.657487947761517
3,2023,6,0.09210819615383617,0.001,6.657319271422496
3,2023,7,0.18430652280754092,0.001,13.690645909405246
3,2023,8,0.21208455861079395,0.001,15.71514928592629
3,2023,9,0.08043356273822148,0.004,5.9779146095457865
3,2023,10,0.12557863051841192,0.001,10.082779847206089
3,2023,11,0.11414165458495786,0.001,8.462146284097814
3,2023,12,0.13711648052879558,0.001,10.222644182005501
3,2024,1,0.0504781942514524,0.011,3.5910224664382504
3,2024,2,0.09926392810065016,0.002,7.5295480971523165
3,2024,3,0.0467252720286613,0.013,3.586317435126524
3,2024,4,0.03248847285783696,0.022,2.4581046457123676
3,2024,5,0.09585720623072096,0.001,6.8908799064467585
3,2024,6,0.06466633243763378,0.004,4.904672541748775
3,2024,7,0.08534975215407585,0.001,6.742009501604085
3,2024,8,0.050754380930916096,0.002,4.6373097126302305
3,2024,9,0.03182458185010083,0.024,2.7692169292345743
3,2024,10,0.08821448523576518,0.002,6.812769430953432
3,2024,11,0.06835231397834439,0.004,5.1819734811959055
3,2024,12,0.06938334897634424,0.004,5.408703460282766
3,2025,1,0.10514252527094774,0.001,8.280411473531093
3,2025,2,0.08747885837612067,0.001,6.642108698585179
3,2025,3,0.06920172206270286,0.003,5.319493982563186
3,2025,4,0.05242843865376035,0.009,4.263257781831909
3,2025,5,0.03151588423576889,0.032,2.501104287602903
3,2025,6,0.03671010480382248,0.014,2.3722517390804563
3,2025,7,0.0900495953349253,0.001,6.766876858792405
3,2025,8,0.04037997020104597,0.016,3.278062142895027
3,2025,9,0.023491346652628333,0.049,1.8432877848769609
3,2025,10,0.03849534452573928,0.021,2.757954972383929
3,2025,11,0.019300225961936188,0.084,1.4469649388246013
3,2025,12,0.016388426055556415,0.06,1.7262464449183794
7,2015,1,0.15789012839130467,0.001,11.480332672810132
7,2015,2,0.059783943017183,0.002,4.828990414486835
7,2015,3,0.1876282377679507,0.001,14.68142328817451
7,2015,4,0.04779742725749249,0.005,3.6942126923319267
7,2015,5,0.08088634686675304,0.002,6.0949823392890465
7,2015,6,0.08179863138641506,0.001,6.480983664063137
7,2015,7,0.04858377813086129,0.008,3.7580983047052032
7,2015,8,0.05303202460899547,0.006,4.503963899761098
7,2015,9,0.04921403760479116,0.006,3.736592175945414
7,2015,10,0.07395209495484077,0.001,5.928028223737468
7,2015,11,0.03741221218012831,0.012,3.00364765627933
7,2015,12,0.10469050675409983,0.001,8.694364317385798
7,2016,1,0.07276046953690224,0.002,5.3583869029322315
7,2016,2,0.06896162584307437,0.004,4.624654553669844
7,2016,3,0.07565570784881395,0.002,5.6660507968651705
7,2016,4,0.045399529705327325,0.014,3.5689613090448797
7,2016,5,0.07314895204052325,0.001,5.795935853130112
7,2016,6,0.08048026259717271,0.002,7.216100598824033
7,2016,7,0.13153844555460484,0.001,11.544845025019582
7,2016,8,0.06710156657959598,0.002,5.294389627782816
7,2016,9,0.11878255301081603,0.001,9.258652556675674
7,2016,10,0.18365057368288867,0.001,14.596569033309292
7,2016,11,0.1110599168836936,0.001,8.879467008948946
7,2016,12,0.06938387622591036,0.004,5.465603614768201
7,2017,1,0.13835981381433318,0.001,11.974380189165833
7,2017,2,0.12686969214259167,0.002,9.552417804208556
7,2017,3,0.08897943662216044,0.001,6.6872254980889965
7,2017,4,0.12324749375232118,0.001,9.398809239862993
7,2017,5,0.1615026501239156,0.001,12.86131911995071
7,2017,6,0.13155005120102262,0.001,10.447637517115883
7,2017,7,0.18706404330708368,0.001,13.334559277601036
7,2017,8,0.12701526117449427,0.001,9.890031921488218
7,2017,9,0.07628067156145252,0.005,5.914815317670262
7,2017,10,0.0996042133182273,0.001,7.810747326965804
7,2017,11,0.09445225891383531,0.001,8.095958091667644
7,2017,12,0.21163898515956375,0.001,17.322103335329913
7,2018,1,0.1479753079925716,0.001,12.06697434353454
7,2018,2,0.0955145361641658,0.004,6.91324433771101
